site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,33.96,120.41,27,5,2369,1449
2,33.82,120.48,28,5,22,1483
3,33.27,120.77,28,5,234,1615
4,32.95,120.9,28,5,348,1691
5,32.87,120.91,28,5,372,1711
6,32.41,121.35,28,5,587,1821
id,Date,500m 16 days NDVI,500m 16 days EVI,500m 16 days VI Quality,500m 16 days red reflectance,500m 16 days NIR reflectance,500m 16 days blue reflectance,500m 16 days MIR reflectance,500m 16 days view zenith angle,500m 16 days sun zenith angle,500m 16 days relative azimuth angle,500m 16 days composite day of the year,500m 16 days pixel reliability,actual_date
1,2010/01/01,N\A
1,2010/01/17,N\A
1,2010/02/02,N\A
1,2010/02/18,N\A
1,2010/03/06,N\A
1,2010/03/22,N\A
1,2010/04/07,N\A
1,2010/04/23,N\A
1,2010/05/09,N\A
1,2010/05/25,N\A
1,2010/06/10,N\A
1,2010/06/26,N\A
1,2010/07/12,N\A
1,2010/07/28,N\A
1,2010/08/13,N\A
1,2010/08/29,N\A
1,2010/09/14,N\A
1,2010/09/30,N\A
1,2010/10/16,N\A
1,2010/11/01,N\A
1,2010/11/17,N\A
1,2010/12/03,N\A
1,2010/12/19,N\A
2,2010/01/01,N\A
2,2010/01/17,N\A
2,2010/02/02,N\A
2,2010/02/18,N\A
2,2010/03/06,N\A
2,2010/03/22,N\A
2,2010/04/07,N\A
2,2010/04/23,N\A
2,2010/05/09,N\A
2,2010/05/25,N\A
2,2010/06/10,N\A
2,2010/06/26,N\A
2,2010/07/12,N\A
2,2010/07/28,N\A
2,2010/08/13,N\A
2,2010/08/29,N\A
2,2010/09/14,N\A
2,2010/09/30,N\A
2,2010/10/16,N\A
2,2010/11/01,N\A
2,2010/11/17,N\A
2,2010/12/03,N\A
2,2010/12/19,N\A
3,2010/01/01,N\A
3,2010/01/17,N\A
3,2010/02/02,N\A
3,2010/02/18,N\A
3,2010/03/06,N\A
3,2010/03/22,N\A
3,2010/04/07,N\A
3,2010/04/23,N\A
3,2010/05/09,N\A
3,2010/05/25,N\A
3,2010/06/10,N\A
3,2010/06/26,N\A
3,2010/07/12,N\A
3,2010/07/28,N\A
3,2010/08/13,N\A
3,2010/08/29,N\A
3,2010/09/14,N\A
3,2010/09/30,N\A
3,2010/10/16,N\A
3,2010/11/01,N\A
3,2010/11/17,N\A
3,2010/12/03,N\A
3,2010/12/19,N\A
4,2010/01/01,N\A
4,2010/01/17,N\A
4,2010/02/02,N\A
4,2010/02/18,N\A
4,2010/03/06,N\A
4,2010/03/22,N\A
4,2010/04/07,N\A
4,2010/04/23,N\A
4,2010/05/09,N\A
4,2010/05/25,N\A
4,2010/06/10,N\A
4,2010/06/26,N\A
4,2010/07/12,N\A
4,2010/07/28,N\A
4,2010/08/13,N\A
4,2010/08/29,N\A
4,2010/09/14,N\A
4,2010/09/30,N\A
4,2010/10/16,N\A
4,2010/11/01,N\A
4,2010/11/17,N\A
4,2010/12/03,N\A
4,2010/12/19,N\A
5,2010/01/01,N\A
5,2010/01/17,N\A
5,2010/02/02,N\A
5,2010/02/18,N\A
5,2010/03/06,N\A
5,2010/03/22,N\A
5,2010/04/07,N\A
5,2010/04/23,N\A
5,2010/05/09,N\A
5,2010/05/25,N\A
5,2010/06/10,N\A
5,2010/06/26,N\A
5,2010/07/12,N\A
5,2010/07/28,N\A
5,2010/08/13,N\A
5,2010/08/29,N\A
5,2010/09/14,N\A
5,2010/09/30,N\A
5,2010/10/16,N\A
5,2010/11/01,N\A
5,2010/11/17,N\A
5,2010/12/03,N\A
5,2010/12/19,N\A
6,2010/01/01,N\A
6,2010/01/17,N\A
6,2010/02/02,N\A
6,2010/02/18,N\A
6,2010/03/06,N\A
6,2010/03/22,N\A
6,2010/04/07,N\A
6,2010/04/23,N\A
6,2010/05/09,N\A
6,2010/05/25,N\A
6,2010/06/10,N\A
6,2010/06/26,N\A
6,2010/07/12,N\A
6,2010/07/28,N\A
6,2010/08/13,N\A
6,2010/08/29,N\A
6,2010/09/14,N\A
6,2010/09/30,N\A
6,2010/10/16,N\A
6,2010/11/01,N\A
6,2010/11/17,N\A
6,2010/12/03,N\A
6,2010/12/19,N\A
